index,pca-cosine1,pca-cosine2,pca-cosine3,pca-cosine4,pca-cosine5,pca-cosine6,pca-cosine7,pca-cosine8,pca-cosine9,pca-cosine10,pca-cosine11,pca-cosine12,pca-cosine13,pca-cosine14,pca-cosine15,pca-cosine16,pca-cosine17,pca-cosine18,pca-cosine19,pca-cosine20,pca-cosine21,pca-cosine22,pca-cosine23,pca-cosine24,pca-cosine25,pca-cosine26,pca-cosine27,pca-cosine28,pca-cosine29,pca-cosine30,class
40,0.02372859,0.131791006,0.044221923,-0.029053677,1.727842696,1.725723206,-0.045579385,0.03293445,1.671560708,0.62469565,-0.046954649,1.410973672,-0.045141961,-0.036225146,-1.13780986,1.292477122,0.53270189,-0.006688596,2.040511512,2.199322175,-0.030186643,-0.030189426,-0.023732077,-0.078191969,0.131664305,0.423462903,0.475208869,0.63271622,0.707765173,0.321986539,1
41,1.540505941,1.098859542,1.499741615,1.759444766,-0.235519593,-0.248342788,-0.060040047,0.139275124,-0.64073171,-0.86122084,0.408686827,-0.679482881,0.194842694,1.414334883,-0.980564992,-0.831202387,-0.470898927,-0.269358773,-1.683172487,-1.113702572,1.855868099,1.278222926,1.784795539,0.35653939,0.584665763,0.149022582,0.648873656,0.999861601,-0.18456423,0.127702362,1
42,-0.915201037,0.073329868,-0.948217783,-0.878184961,0.096565007,-1.253302009,-0.939933457,-0.741714971,0.954184976,-0.467762909,0.580262907,-0.312996529,0.249984709,0.604139086,1.900987069,-1.449405081,-1.06346283,-0.580935483,-0.037452062,-0.673071257,-0.775294536,-0.51089969,-0.882417067,-0.691162702,-0.376180202,-1.606832847,-1.17488299,-0.93369816,1.581726723,-1.042216784,0
43,0.089475,0.211957327,0.077136285,-0.056657899,1.0440525,1.365889158,1.764573058,0.044501329,0.818151705,-0.21063475,-0.050659039,0.36755949,0.010663679,-0.070342684,0.36021009,0.606259654,0.690322213,1.376324028,0.137304188,-0.070680558,-0.085236572,0.653089524,-0.069225518,-0.064812101,1.85479659,1.711674565,1.589290783,1.933206055,1.878150451,0.658999007,1
44,0.892439599,0.728192553,0.935539348,1.141426138,1.308262483,1.125063039,1.309144991,1.621772465,0.995099757,0.944293692,1.102038686,0.217040847,0.797212434,0.133172946,-0.987233696,0.887578426,0.375715477,0.451885069,0.060629867,0.899749705,1.50547835,0.855425339,1.331330723,1.785689997,0.419096474,0.070357081,0.912147796,1.211815696,1.63819832,0.068019048,1
45,0.103453653,0.163947198,0.020842794,0.207259392,-0.998202725,-1.282064958,-1.176080994,-1.101371908,0.132274459,-1.035919823,1.066220434,0.338919064,0.637593739,1.622675561,0.699858364,-1.079897572,-1.465970439,-1.282092497,0.827979401,-0.081466158,0.048567557,-0.40219557,-0.107011667,0.140512663,-1.300111323,-1.333224286,-1.331894475,-1.412745063,-0.701992078,-1.338126532,0
46,-1.632714134,-1.3020055,-1.59741621,-1.491058827,0.144379793,-0.696641707,-0.659806513,-0.847910608,-0.244410915,1.549322737,-0.99539379,-0.856458882,-1.007236726,-1.329049247,0.007732278,-0.595865223,-0.269212604,-0.821426078,0.562683672,0.022609217,-1.490346528,-1.177254273,-1.489419924,-1.393510328,-0.019199026,-0.589613382,-0.546879156,-0.820864684,0.615635041,0.772634048,0
47,-1.268095082,-0.837510098,-1.206001875,-1.209353265,1.117583218,-0.23517862,-0.931745682,-0.810603489,0.124429035,1.479475329,0.056857968,0.775038004,1.213402965,1.707328139,0.843314537,-0.657239312,-1.019512307,-0.389628706,0.041753384,-0.045866089,-1.183573276,-1.013720477,-1.177131096,-1.077383823,-0.105279508,-0.906726482,-1.125927048,-1.057169966,1.324558806,0.144419045,0
48,-1.882263367,0.566560976,-1.885612072,-1.848747471,0.042219631,-0.033981729,-0.58634073,-0.958365997,0.272002981,1.083225166,0.650773052,0.004112565,0.512764371,-0.298485185,-0.037671787,1.041382776,0.346819331,-0.207343277,-0.01887971,0.205574323,-1.786017209,0.317946514,-1.663253827,-1.738839425,1.337008176,-0.38532103,-0.738634989,-1.025351036,0.272265618,-0.018080567,0
49,-1.534134753,-0.943509754,-1.44967889,-1.434592571,-0.949062304,0.011209234,-0.055941587,-0.523650022,0.031688864,1.317066528,0.952268865,0.045572494,0.642881919,0.349851163,1.322269004,1.612465612,1.055363059,0.938649942,0.01742442,0.053667275,-1.395409429,-0.824425587,-1.35138112,-1.325688583,-1.205788853,-0.277265002,-0.366093834,-0.66850906,0.774438728,0.469022202,0
50,0.107452799,1.287253816,0.232208222,0.292873179,1.215604011,1.090989912,1.168666797,1.29032979,0.621118772,0.846393525,1.155642018,0.336079064,1.066833793,0.046261925,0.850318764,0.78125291,0.643852999,0.615676637,-0.190741451,0.615949729,1.219256051,1.258937603,1.106866285,1.421187126,0.195526242,1.723727135,1.275266099,1.214557097,1.239865912,1.79039108,1
51,0.963650061,1.25507581,0.996860436,1.115008559,1.456826526,1.404755406,1.218733759,0.172662174,0.73540201,0.861629739,0.616019686,0.435442931,0.510642797,1.688868296,0.293211164,0.449062804,0.186349813,0.379114068,0.1561111,0.328941861,1.240965892,1.188155411,1.128639006,1.539680288,1.407124695,1.177300439,0.800819271,0.966321521,1.051500147,0.858803637,1
52,-1.639891429,0.702220451,-1.618693838,-1.615959182,0.749706093,-0.272269217,-0.751950479,-0.74682644,-0.112643432,1.515536928,-0.529469365,0.010917909,-0.531354022,-0.94947518,-0.024833946,-0.112904292,-0.368833018,-0.248660553,1.079616177,1.171633807,-1.566138222,0.981435222,-1.50475567,-1.526076979,1.187359532,-0.354390697,-0.696409652,-0.609649926,0.212249917,1.210107037,0
53,-0.912399625,0.163294295,-0.969087381,-0.897776202,-1.170607286,-1.406620287,-0.6037164,-0.684683619,-1.299363115,-0.964460883,-0.1823368,-0.263312938,-0.412188353,-0.493807947,2.242020265,-1.191395159,-0.321899056,-0.381587366,1.046488177,-0.801627488,-1.01282866,-0.216814649,-1.063087465,-0.922428598,-0.164912542,-1.302164949,-0.612760849,-0.753799034,-1.125689663,-1.274494863,0
54,-1.703704148,-0.245230476,-1.616179282,-1.689943507,0.976510325,1.278514473,-0.165100088,0.340048608,1.427310413,0.168833541,0.340185672,0.353169775,-0.141855494,-0.416925846,1.966113464,0.013748135,-0.081537846,0.086138245,-0.04025751,-0.012242735,-1.509004298,-0.308784664,-1.481034131,-1.481333714,0.905177532,0.018876792,-0.090497975,0.997654327,0.091062943,0.01010529,0
55,0.010570066,-0.636392236,-0.076391976,0.096483041,0.248740365,-1.317140046,-0.618863625,-0.324221906,-0.988981719,-1.07402245,-0.646043643,-0.564220313,-1.030285829,-0.478922463,1.417337858,-1.746772798,-0.741475376,-0.516390022,1.329676136,-1.102971496,-0.346104234,-1.07084534,-0.486850314,-0.25193861,-0.087944988,-1.639691293,-0.956296617,-0.932771266,-1.195220383,-1.631143848,0
56,-0.038572363,0.967126221,-0.012112919,-0.071555792,-0.384762256,0.472920683,1.397713514,2.150550348,-0.882042685,-1.570678259,-0.200791282,-0.788451397,-0.139332264,-0.117651588,-1.173181491,-0.271038456,0.027069312,0.857870006,-1.082531529,-1.294141182,-0.17073359,0.430213695,-0.121747306,-0.061684114,-0.561711124,0.377024287,0.642694066,1.500986949,-0.661649802,-1.264580414,1
57,-1.740043124,-0.820130642,-1.720669786,-1.705334031,0.061774673,1.078525748,0.364634271,-0.368498929,0.490516752,0.060227654,-0.060790977,-0.362496058,1.04613123,0.523113236,-0.001165037,-0.149154555,-0.205176628,1.327846655,1.410188962,-0.030791721,-1.801439075,-1.390491269,-1.631829544,-1.644510782,-0.464961152,0.23088483,-0.473250106,-0.790116023,-0.992938842,-0.04621979,0
58,0.659873772,-0.669654241,0.729342873,0.871912576,0.595126631,1.235148543,0.586401597,0.80996405,-0.403078202,1.020892644,-0.102246958,-1.25857963,-0.09671576,0.482796681,-0.894486663,0.258977375,-0.234833805,-0.244964415,-1.290553945,0.277360973,1.321960088,-0.648278703,1.221345875,1.389590376,0.66996314,1.658961342,0.706640659,0.84968781,-0.308458655,2.308769734,1
59,-0.576264601,-1.177317463,-0.608956202,-0.331533168,-0.617360757,-1.213751468,-1.252388867,-1.098128353,-0.582668235,-0.819340737,-0.858859885,-0.362888416,-1.046591078,-0.252200481,-1.661712505,-0.27406862,-0.806368855,-1.385188285,-2.048866484,-1.202797459,0.076656839,-0.739909036,-0.28193565,0.254712043,-1.433381732,-0.502675668,-0.616441679,-0.647297165,-0.888518289,-0.531028359,0
60,1.721095292,0.439378378,1.774303515,0.19054048,-0.169735271,-0.006581898,0.916608762,1.312737947,0.185795993,-1.56602025,-0.046756395,-0.117342029,0.057341739,-0.039321727,-0.138202996,0.361709837,0.895965828,1.816491853,-0.569239983,-0.769415991,0.440505283,0.117026104,1.818550025,-0.014198891,1.022381807,0.054769268,0.620568719,0.997399277,-0.338457269,-1.26786163,1
61,0.418434801,-1.918100511,0.453879213,0.517555671,0.084789056,0.432926447,0.298139991,1.343525544,0.041921263,1.121100246,1.392713438,-0.120527923,0.922493464,2.011565515,-0.16281238,0.961376697,-0.734499604,-0.579739079,1.82513953,-0.031580075,0.14302496,-0.240366253,0.049578749,0.131028065,0.798067332,-0.736048478,-0.821208615,-0.340484575,-0.120410103,-0.538771122,0
62,0.304358013,-0.207924403,0.214725418,0.519979837,1.341265797,0.599055735,-1.357079716,-1.524886433,-0.604348895,-0.640441391,-0.729685424,0.263868906,-1.407350434,-0.07472833,-1.627279306,-0.802360723,-0.61096742,-1.778373545,-0.285690704,-0.077160736,0.443156746,-0.004941496,0.044007714,0.691654569,-0.049614155,0.432982921,-0.715813898,-1.034773952,0.008099086,0.359898715,0
63,-0.81653249,1.069898636,-0.791707366,-0.823415533,1.654716011,0.25476743,-0.288963343,-0.513238284,0.490890251,2.340735113,0.484468096,-0.037381122,0.070255068,0.748221874,-0.138589209,-0.123164731,0.207614165,-0.830352936,0.138742977,1.325810454,-0.488317336,1.592545463,-0.558552145,-0.504541035,1.75025428,-0.378911286,-0.206598067,-0.667588519,0.035259767,1.265200595,0
64,0.397940299,-0.435158938,0.425469822,0.336326078,1.073909034,1.571714456,1.213866579,1.316808273,0.784073201,1.41266741,0.055158307,-0.035704805,-0.434050811,-0.79785508,0.401512912,1.612717431,1.147247621,0.832847526,0.611457764,1.444111137,0.65984956,-0.094843209,0.472081778,0.235580632,1.102074517,0.222820337,1.577489488,1.20590875,1.459156034,1.748476274,0
65,-0.56341008,-1.069060428,-0.628483093,-0.536506142,0.405901001,-0.557829675,-0.474229532,-0.8756109,2.206110242,-0.300983181,-0.934240363,0.75354279,-1.283396022,-1.041840281,-0.046594396,-0.095546326,-0.291591263,-1.176896846,0.733040496,-0.247019945,-0.212174357,-0.032657043,-0.343463345,-0.224640669,0.658167427,0.016642145,0.193001344,-0.507884655,2.259507773,0.188555347,0
66,0.018409353,0.146813667,0.059483451,-0.005104157,0.536588627,0.629406638,1.791581655,2.267304978,1.725319002,-0.030145031,-0.120749859,1.152742704,-0.063528619,-0.081863088,0.266632956,-0.066359072,0.45920805,0.976274903,1.433662467,0.910239021,-0.062155533,0.545230686,-0.010925192,-0.022525848,0.603271816,0.234639957,0.848080979,1.169215463,2.143302848,0.755077657,1
67,0.949169935,0.87149125,0.932889438,1.094141055,0.138778242,0.431800622,1.241341848,0.713038392,1.157147558,-0.730250602,1.303592215,0.097960918,1.491404825,0.033153269,1.629001723,1.082425058,1.887064256,1.589896308,1.16230067,0.378801854,0.97879149,0.70221531,1.010594156,1.129033944,0.085904822,0.154286556,0.851738312,0.577137792,0.516674569,-0.649216812,1
